idx,member_label,gold_label,pred_label,correct,max_softmax,mentr,p_entailment,p_contradiction,p_neutral
0,1,0,2,0,0.45432549715042114,1.3932080686105695,0.2549717426300049,0.29070279002189636,0.45432549715042114
1,1,1,1,1,0.696526825428009,0.1810004821988841,0.06083741411566734,0.696526825428009,0.2426357865333557
2,1,2,2,1,0.9328490495681763,0.006961876421293216,0.03298230841755867,0.03416867554187775,0.9328490495681763
3,1,0,0,1,0.8786875009536743,0.028996734576166562,0.8786875009536743,0.009680894203484058,0.11163163930177689
4,1,1,1,1,0.9836074709892273,0.00041069419752155675,0.0097426138818264,0.9836074709892273,0.0066498699598014355
5,1,2,2,1,0.8748322129249573,0.02748605329494863,0.027864700183272362,0.09730304777622223,0.8748322129249573
6,1,0,0,1,0.8922801613807678,0.018531726144696094,0.8922801613807678,0.04230111092329025,0.06541871279478073
7,1,1,1,1,0.975908637046814,0.0008794590861100873,0.01205542590469122,0.975908637046814,0.012035965919494629
8,1,2,2,1,0.9677358269691467,0.001782493413593507,0.026001136749982834,0.006263089366257191,0.9677358269691467
9,1,0,1,0,0.9369190335273743,5.720937955381111,0.038513969630002975,0.9369190335273743,0.024567008018493652
10,1,1,2,0,0.6752933859825134,1.6152869332418724,0.028106916695833206,0.2965996265411377,0.6752933859825134
11,1,2,2,1,0.9835379719734192,0.00044178995536271607,0.012235740199685097,0.004226292949169874,0.9835379719734192
12,1,0,1,0,0.9623454213142395,6.449164843705333,0.03316398337483406,0.9623454213142395,0.004490643739700317
13,1,1,1,1,0.9568760395050049,0.002878679343646741,0.02583349123597145,0.9568760395050049,0.017290405929088593
14,1,2,2,1,0.6527722477912903,0.2523278992497679,0.0548277348279953,0.2924000322818756,0.6527722477912903
15,1,0,2,0,0.5032262802124023,0.7228735824029833,0.4861030876636505,0.010670625604689121,0.5032262802124023
16,1,1,0,0,0.6425490379333496,2.8392691745341616,0.6425490379333496,0.0975772961974144,0.2598736584186554
