idx,member_label,gold_label,pred_label,correct,max_softmax,mentr,p_entailment,p_contradiction,p_neutral
0,1,0,0,1,0.7433833479881287,0.12126941181097717,0.7433833479881287,0.1917518973350525,0.06486481428146362
1,1,1,1,1,0.6620029807090759,0.24208505339380282,0.2915000021457672,0.6620029807090759,0.04649699851870537
2,1,2,2,1,0.8513556122779846,0.03545428265445047,0.07922287285327911,0.06942147016525269,0.8513556122779846
3,1,0,0,1,0.9984825253486633,3.7593294991166383e-06,0.9984825253486633,0.0011477950029075146,0.00036964306491427124
4,1,1,1,1,0.9894900918006897,0.00018780721434880478,0.008512342348694801,0.9894900918006897,0.001997588900849223
5,1,2,2,1,0.5272553563117981,0.5928758315189171,0.008168594911694527,0.4645760655403137,0.5272553563117981
6,1,0,0,1,0.9885641932487488,0.000219557276825572,0.9885641932487488,0.00905387382954359,0.0023818761110305786
7,1,1,1,1,0.9862191081047058,0.0003122983259517656,0.0104620810598135,0.9862191081047058,0.003318820148706436
8,1,2,0,0,0.9719870686531067,7.347331841659084,0.9719870686531067,0.008728458546102047,0.019284402951598167
9,1,0,1,0,0.9252012372016907,5.014387076910916,0.06161113828420639,0.9252012372016907,0.01318767573684454
10,1,1,1,1,0.9868181943893433,0.0002620878612459114,0.006538806017488241,0.9868181943893433,0.0066429548896849155
11,1,2,2,1,0.990185022354126,0.00014524488139682157,0.00463459175080061,0.005180357024073601,0.990185022354126
12,1,0,0,1,0.5802936553955078,0.45271552819570593,0.5802936553955078,0.4164351224899292,0.0032712381798774004
13,1,1,1,1,0.9743132591247559,0.0010179347074177438,0.009917013347148895,0.9743132591247559,0.015769723802804947
14,1,2,2,1,0.588725745677948,0.3193852948515793,0.25455161929130554,0.15672267973423004,0.588725745677948
15,1,0,0,1,0.9951123595237732,3.845184343251122e-05,0.9951123595237732,0.0035698229912668467,0.0013178237713873386
16,1,1,1,1,0.9836750626564026,0.00047521280253400825,0.014155021868646145,0.9836750626564026,0.002169923158362508
17,1,2,2,1,0.9511512517929077,0.003831717346519485,0.0336676761507988,0.015181070193648338,0.9511512517929077
18,1,0,0,1,0.9780278205871582,0.0007383412223487948,0.9780278205871582,0.0129010621458292,0.009071159176528454
19,1,1,1,1,0.9729362726211548,0.0013411615338895853,0.024143997579813004,0.9729362726211548,0.00291970232501626
20,1,2,0,0,0.7428746819496155,4.589862727967311,0.7428746819496155,0.23028190433979034,0.02684335969388485
21,1,0,1,0,0.7785996794700623,2.722046408601291,0.15933196246623993,0.7785996794700623,0.06206831708550453
22,1,1,1,1,0.6070049405097961,0.29488290702786,0.12911468744277954,0.6070049405097961,0.2638804018497467
23,1,2,2,1,0.9824181199073792,0.0005108505077129498,0.013436242938041687,0.0041456143371760845,0.9824181199073792
24,1,0,0,1,0.945052444934845,0.005493127412540662,0.945052444934845,0.007203696761280298,0.04774390906095505
25,1,1,1,1,0.9880973696708679,0.00021358924079661887,0.006049774121493101,0.9880973696708679,0.005852792412042618
26,1,2,2,1,0.977207601070404,0.0007867820685245787,0.011262746527791023,0.011529757641255856,0.977207601070404
27,1,0,0,1,0.9946315288543701,5.2236423082076046e-05,0.9946315288543701,0.004790524020791054,0.0005778748309239745
28,1,1,1,1,0.7523036599159241,0.10585161134759875,0.15648208558559418,0.7523036599159241,0.09121423214673996
29,1,2,0,0,0.6045273542404175,1.2544670943814846,0.6045273542404175,0.04850531741976738,0.34696730971336365
30,1,0,0,1,0.9922741055488586,8.984353888903936e-05,0.9922741055488586,0.003961276262998581,0.0037646654527634382
31,1,1,1,1,0.9803957343101501,0.0007143733446643786,0.017900288105010986,0.9803957343101501,0.0017040085513144732
32,1,2,2,1,0.9560163021087646,0.003483741255264263,0.03795881196856499,0.006024972070008516,0.9560163021087646
33,1,0,0,1,0.46808668971061707,0.6263739674748526,0.46808668971061707,0.1323593258857727,0.399554044008255
34,1,1,1,1,0.9747974872589111,0.0011664456605382039,0.02259351871907711,0.9747974872589111,0.002609030343592167
35,1,2,2,1,0.6331916451454163,0.2971257630574341,0.32497021555900574,0.0418381430208683,0.6331916451454163
36,1,0,0,1,0.9585990309715271,0.002850060480401445,0.9585990309715271,0.010063723661005497,0.031337201595306396
37,1,1,1,1,0.9905120730400085,0.00014336835719692644,0.0067117721773684025,0.9905120730400085,0.002776212990283966
38,1,2,2,1,0.9831995964050293,0.0004362535823469753,0.010608721524477005,0.0061916690319776535,0.9831995964050293
39,1,0,0,1,0.9944515824317932,4.628417943998723e-05,0.9944515824317932,0.002786308526992798,0.0027619951870292425
40,1,1,1,1,0.976271390914917,0.0009292756516087639,0.017983095720410347,0.976271390914917,0.005745519883930683
41,1,2,0,0,0.48026081919670105,0.7380647281979599,0.48026081919670105,0.060106582939624786,0.45963260531425476
42,1,0,0,1,0.9964808821678162,2.171310281592503e-05,0.9964808821678162,0.0030047998297959566,0.0005143817979842424
43,1,1,1,1,0.9879307746887207,0.00025082707953909635,0.00996770802885294,0.9879307746887207,0.0021015149541199207
44,1,2,2,1,0.9717345237731934,0.001383453496052142,0.023272598162293434,0.004992957692593336,0.9717345237731934
45,1,0,0,1,0.7648616433143616,0.11529760910810025,0.7648616433143616,0.020536450669169426,0.21460190415382385
46,1,1,1,1,0.9907612204551697,0.0001397519697979249,0.00698014535009861,0.9907612204551697,0.0022585722617805004
